>>head<<VGS(0) IDS(0) IGS(0) VDS(0) 	 1386.0
0.00000e+00	9.12851e-11	2.04794e-10	2.00000e-01 	 1126.0
2.00000e-01	1.35872e-08	1.35674e-08	2.00000e-01 	 1537.0
4.00000e-01	6.84858e-08	3.24188e-08	2.00000e-01 	 1584.0
6.00000e-01	8.32837e-08	4.67092e-08	2.00000e-01 	 1583.0
8.00000e-01	5.96187e-08	5.66327e-08	2.00000e-01 	 1578.0
1.00000e+00	7.49925e-08	7.19283e-08	2.00000e-01 	 1536.0
1.20000e+00	9.03703e-08	8.77191e-08	2.00000e-01 	 1547.0
1.40000e+00	1.06924e-07	1.05146e-07	2.00000e-01 	 2.0
1.60000e+00	1.48379e-07	1.23869e-07	2.00000e-01 	 1549.0
1.80000e+00	1.66389e-07	1.40905e-07	2.00000e-01 	 1552.0
2.00000e+00	1.84837e-07	1.59052e-07	2.00000e-01 	 1553.0
2.20000e+00	1.94215e-07	1.75784e-07	2.00000e-01 	 1560.0
2.40000e+00	2.23506e-07	1.96443e-07	2.00000e-01 	 1585.0
2.60000e+00	2.57215e-07	2.27150e-07	2.00000e-01 	 1568.0
2.80000e+00	3.00821e-07	2.66082e-07	2.00000e-01 	 1642.0
3.00000e+00	3.80905e-07	3.39694e-07	2.00000e-01 	 1617.0
3.20000e+00	5.59456e-07	5.15778e-07	2.00000e-01 	 1411.0
3.40000e+00	1.02565e-06	1.02790e-06	2.00000e-01 	 1415.0
3.60000e+00	2.23147e-06	2.23254e-06	2.00000e-01 	 1400.0
3.80000e+00	4.61712e-06	4.65065e-06	2.00000e-01 	 1412.0
4.00000e+00	8.47926e-06	8.55209e-06	2.00000e-01 	 1407.0
4.20000e+00	1.45945e-05	1.53308e-05	2.00000e-01 	 1404.0
4.40000e+00	2.48651e-05	2.46642e-05	2.00000e-01 	 1405.0
4.60000e+00	3.85065e-05	3.82555e-05	2.00000e-01 	 1416.0
4.80000e+00	5.79937e-05	5.83449e-05	2.00000e-01 	 1416.0
5.00000e+00	8.66950e-05	8.85310e-05	2.00000e-01 	 1683.0
5.20000e+00	1.46288e-04	1.47074e-04	2.00000e-01 	 1682.0
5.40000e+00	-2.35987e-10	-2.56764e-10	2.00000e-01 	 1350.0
5.60000e+00	5.58340e-10	4.34367e-10	2.00000e-01 	 1943.0
5.80000e+00	6.66936e-10	5.55616e-10	2.00000e-01 	 1953.0
6.00000e+00	6.57838e-10	5.28784e-10	2.00000e-01 	 901.0
6.20000e+00	7.78111e-10	6.59815e-10	2.00000e-01 	 1285.0
6.40000e+00	7.76659e-10	6.62599e-10	2.00000e-01 	 1237.0
6.60000e+00	1.03271e-11	1.15833e-10	2.00000e-01 	 1464.0
6.80000e+00	7.69596e-10	6.42347e-10	2.00000e-01 	 1047.0
7.00000e+00	3.27588e-10	1.02292e-10	2.00000e-01 	 41.0
7.20000e+00	7.19129e-10	6.04577e-10	2.00000e-01 	 26.0
7.40000e+00	7.54525e-10	6.39863e-10	2.00000e-01 	 29.0
7.60000e+00	4.76641e-10	3.73829e-10	2.00000e-01 	 54.0
7.80000e+00	3.93190e-10	2.21887e-10	2.00000e-01 	 56.0
8.00000e+00	2.58564e-10	2.43959e-10	2.00000e-01 	 56.0
8.20000e+00	2.79353e-10	1.06023e-02	2.00000e-01 	 2244.0
8.40000e+00	7.18255e-03	7.19466e-03	2.00000e-01 	 1661.0
8.60000e+00	8.40295e-03	8.42202e-03	2.00000e-01 	 1476.0
8.80000e+00	9.69194e-03	9.71258e-03	2.00000e-01 	 1648.0
9.00000e+00	1.11047e-02	1.11204e-02	2.00000e-01 	 2025.0
9.20000e+00	1.25643e-02	1.25918e-02	2.00000e-01 	 2220.0
9.40000e+00	1.41272e-02	1.41576e-02	2.00000e-01 	 2404.0
9.60000e+00	1.57737e-02	1.58065e-02	2.00000e-01 	 2563.0
9.80000e+00	1.74853e-02	1.75201e-02	2.00000e-01 	 2658.0
1.00000e+01	1.92498e-02	1.92862e-02	2.00000e-01 	 2786.0
>>head<<VGS(10) IDS(10) IGS(10) VDS(10) 	 2695.0
1.00000e+01	1.94802e-02	1.94848e-02	-2.00000e-01 	 2639.0
9.80000e+00	1.79353e-02	1.79005e-02	-2.00000e-01 	 2313.0
9.60000e+00	1.61872e-02	1.61521e-02	-2.00000e-01 	 2018.0
9.40000e+00	1.44569e-02	1.44234e-02	-2.00000e-01 	 1766.0
9.20000e+00	1.27875e-02	1.27564e-02	-2.00000e-01 	 1546.0
9.00000e+00	1.11984e-02	1.11695e-02	-2.00000e-01 	 1347.0
8.80000e+00	9.67720e-03	9.65922e-03	-2.00000e-01 	 1168.0
8.60000e+00	8.30601e-03	8.28366e-03	-2.00000e-01 	 1013.0
8.40000e+00	7.03624e-03	7.01720e-03	-2.00000e-01 	 865.0
8.20000e+00	5.88390e-03	5.86802e-03	-2.00000e-01 	 733.0
8.00000e+00	4.85552e-03	4.84216e-03	-2.00000e-01 	 615.0
7.80000e+00	3.95185e-03	3.94143e-03	-2.00000e-01 	 510.0
7.60000e+00	3.16873e-03	3.16041e-03	-2.00000e-01 	 417.0
7.40000e+00	2.50524e-03	2.49874e-03	-2.00000e-01 	 259.0
7.20000e+00	1.95034e-03	1.94535e-03	-2.00000e-01 	 199.0
7.00000e+00	1.49473e-03	1.49117e-03	-2.00000e-01 	 153.0
6.80000e+00	1.12868e-03	1.12579e-03	-2.00000e-01 	 117.0
6.60000e+00	8.36415e-04	8.35123e-04	-2.00000e-01 	 88.0
6.40000e+00	6.13315e-04	6.11517e-04	-2.00000e-01 	 67.0
6.20000e+00	4.41587e-04	4.40042e-04	-2.00000e-01 	 49.0
6.00000e+00	3.12657e-04	3.11400e-04	-2.00000e-01 	 36.0
5.80000e+00	2.17128e-04	2.16521e-04	-2.00000e-01 	 25.0
5.60000e+00	1.48194e-04	1.47932e-04	-2.00000e-01 	 18.0
5.40000e+00	9.86736e-05	9.83084e-05	-2.00000e-01 	 12.0
5.20000e+00	6.52227e-05	6.46118e-05	-2.00000e-01 	 8.0
5.00000e+00	4.18017e-05	4.14092e-05	-2.00000e-01 	 3.0
4.80000e+00	2.62626e-05	2.60418e-05	-2.00000e-01 	 2.0
4.60000e+00	1.63474e-05	1.60333e-05	-2.00000e-01 	 1.0
4.40000e+00	9.50361e-06	9.49851e-06	-2.00000e-01 	 1.0
4.20000e+00	6.04398e-06	6.04673e-06	-2.00000e-01 	 1.0
4.00000e+00	3.91945e-06	3.83029e-06	-2.00000e-01 	 0.0
3.80000e+00	2.28728e-06	2.28789e-06	-2.00000e-01 	 0.0
3.60000e+00	1.56968e-06	1.57410e-06	-2.00000e-01 	 0.0
3.40000e+00	1.16235e-06	1.20975e-06	-2.00000e-01 	 0.0
3.20000e+00	8.75883e-07	8.96662e-07	-2.00000e-01 	 0.0
3.00000e+00	7.14029e-07	7.31894e-07	-2.00000e-01 	 0.0
2.80000e+00	5.51376e-07	5.78407e-07	-2.00000e-01 	 0.0
2.60000e+00	4.84977e-07	5.04947e-07	-2.00000e-01 	 0.0
2.40000e+00	4.37895e-07	4.64060e-07	-2.00000e-01 	 0.0
2.20000e+00	3.79185e-07	4.03929e-07	-2.00000e-01 	 0.0
2.00000e+00	3.48929e-07	3.60597e-07	-2.00000e-01 	 0.0
1.80000e+00	2.70386e-07	2.95852e-07	-2.00000e-01 	 0.0
1.60000e+00	2.25846e-07	2.52204e-07	-2.00000e-01 	 0.0
1.40000e+00	1.82455e-07	2.09720e-07	-2.00000e-01 	 0.0
1.20000e+00	1.44691e-07	1.67050e-07	-2.00000e-01 	 0.0
1.00000e+00	1.13719e-07	1.35376e-07	-2.00000e-01 	 0.0
8.00000e-01	1.03285e-07	1.02887e-07	-2.00000e-01 	 0.0
6.00000e-01	7.39158e-08	7.34329e-08	-2.00000e-01 	 0.0
4.00000e-01	1.03240e-08	4.33899e-08	-2.00000e-01 	 0.0
2.00000e-01	-1.44183e-08	1.41797e-08	-2.00000e-01 	 0.0
2.05391e-15	-3.57727e-08	-3.05289e-10	-2.00000e-01 	 0.0
>>END<< 	 0.0
