>>head<<V(0) I(0) 	 lux 	 CurrCoeff.
0.00000e+00	-4.99067e-08 	 0.1	-20037.39
5.00000e-01	1.32580e-04 	 0.1	7.543
1.00000e+00	3.91059e-05 	 0.1	25.572
1.50000e+00	3.50910e-05 	 0.1	28.497
2.00000e+00	3.21867e-06 	 0.1	310.687
2.50000e+00	3.28444e-06 	 0.1	304.466
3.00000e+00	2.67982e-06 	 0.1	373.159
3.50000e+00	3.63211e-06 	 0.1	275.322
4.00000e+00	5.11657e-06 	 0.1	195.443
4.50000e+00	5.85290e-06 	 0.1	170.855
5.00000e+00	7.07619e-06 	 0.1	141.319
5.50000e+00	9.60985e-06 	 0.1	104.06
6.00000e+00	1.14243e-05 	 0.1	87.533
6.50000e+00	1.56515e-05 	 0.1	63.892
7.00000e+00	2.23962e-05 	 0.1	44.65
7.50000e+00	3.31983e-05 	 0.1	30.122
8.00000e+00	5.03280e-05 	 0.1	19.87
8.50000e+00	7.67826e-05 	 1.1	143.262
9.00000e+00	1.17743e-04 	 3.1	263.285
9.50000e+00	1.79585e-04 	 5.1	283.988
1.00000e+01	2.70218e-04 	 8.1	299.758
>>head<<V(10) I(10) 	 lux 	 CurrCoeff.
1.00000e+01	2.61182e-04 	 8.1	310.129
9.50000e+00	1.63380e-04 	 5.1	312.156
9.00000e+00	1.02577e-04 	 3.1	302.212
8.50000e+00	6.47555e-05 	 1.1	169.87
8.00000e+00	4.14370e-05 	 1.1	265.463
7.50000e+00	2.72159e-05 	 0.1	36.743
7.00000e+00	1.86226e-05 	 0.1	53.698
6.50000e+00	1.33896e-05 	 0.1	74.685
6.00000e+00	1.00429e-05 	 0.1	99.573
5.50000e+00	7.78343e-06 	 0.1	128.478
5.00000e+00	6.14797e-06 	 0.1	162.655
4.50000e+00	4.99199e-06 	 0.1	200.321
4.00000e+00	3.96279e-06 	 0.1	252.347
3.50000e+00	3.10206e-06 	 15.4	49644.43
3.00000e+00	2.34407e-06 	 56.12	239412.646
2.50000e+00	1.69695e-06 	 57.12	336603.907
2.00000e+00	1.17378e-06 	 58.13	495237.608
1.50000e+00	7.39865e-07 	 58.13	785683.875
1.00000e+00	3.60665e-07 	 58.13	1611744.971
5.00000e-01	1.11242e-07 	 58.13	5225544.309
0.00000e+00	-2.11657e-10 	 59.13	-2793670892.056
